Object layer (124) :

Object #0 (0x4002)
    subState = 0
    stateCount = 0
    counter = 7
    flags = 0
    info1 = 0
    pointer = 1627258888 to '*stealth.ddt'
Object #112 (0x4D92)
    type = 1 (Apple)
    x = 1312
    y = 944
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #113 (0x4DB1)
    type = 30 (Phoenix (monsters))
    x = 1248
    y = 928
    width = 16
    height = 16
    xSpeed = 4
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 3
    flags = 0
    info1 = 0
    pointer = 0
Object #114 (0x4DD0)
    type = 12 (Trigger: Checkpoint)
    x = 0
    y = 816
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1627193352 to '!'
Object #115 (0x4DEF)
    type = 33 (Rock key)
    x = 16
    y = 808
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #116 (0x4E0E)
    type = 1 (Apple)
    x = 496
    y = 64
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 3
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #117 (0x4E2D)
    type = 1 (Apple)
    x = 1472
    y = 160
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #118 (0x4E4C)
    type = 30 (Phoenix (monsters))
    x = 1648
    y = 160
    width = 16
    height = 16
    xSpeed = -2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #119 (0x4E6B)
    type = 30 (Phoenix (monsters))
    x = 1760
    y = 208
    width = 16
    height = 16
    xSpeed = -2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #120 (0x4E8A)
    type = 1 (Apple)
    x = 1312
    y = 144
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #121 (0x4EA9)
    type = 1 (Apple)
    x = 1344
    y = 128
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #122 (0x4EC8)
    type = 1 (Apple)
    x = 1376
    y = 160
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #123 (0x4EE7)
    type = 1 (Apple)
    x = 832
    y = 848
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 5
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0

Save data layer : (0x4F06)

Level : 0
Health : 6
Score : 0
Inventory (1)
    #0 : 0

String stack :

    0x4F4C : ' GO UP!'
    0x4F56 : ' GO UP!'
    0x4F60 : '*zeppelin.ddt'
    0x4F70 : '!'
    0x4F74 : '*stealth.ddt'
    0x4F83 : '!'

Starting write background in piture
Done
Starting write object in piture
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 448/496
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 384/480
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 352/480
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 304/480
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 176/512
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 64/512
WARNING : Object type 26 (Misc: Toggle Wall) is ignored at 48/528
WARNING : Object type 24 (Locked Door) is ignored at 48/800
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 64/816
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 32/16
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 112/208
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 1872/208
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 1712/32
WARNING : Object type 26 (Misc: Toggle Wall) is ignored at 1712/224
WARNING : Object type 26 (Misc: Toggle Wall) is ignored at 1872/128
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 912/944
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 0/816
